44,19,25,8,3
42,19,25,9,5
42,21,25,7,5
39,22,26,10,4
38,20,28,10,4
37,21,27,9,6
37,18,30,9,6
36,21,25,10,7
36,24,27,9,5
33,21,33,9,4
33,23,29,8,6
33,23,28,9,7
32,24,26,9,8
32,28,20,12,8
32,23,26,12,6
31,24,25,11,9
31,28,24,10,8
30,25,24,12,9
30,23,24,12,10
29,25,26,11,8
29,27,22,14,8
29,29,24,11,7
29,27,24,11,9
28,27,25,10,9
28,25,24,13,11
27,28,24,13,9
27,31,22,12,8
27,31,24,10,9
26,25,25,14,10
