Estimate,"Margin of
error (±)",Percent,"Margin of
error (±)"
"81,910,000
1,797,000
910,400
732,200
1,537,000
1,294,000
1,049,000
2,700,000
885,100
3,743,000
1,607,000
1,825,000
1,231,000
3,638,000
14,550,000
3,666,000
2,931,000
4,826,000
1,718,000
1,600,000
1,799,000
3,109,000
2,536,000
3,417,000
1,834,000
2,336,000
976,800
1,667,000
922,500
808,100
676,700
911,300
1,528,000
819,500
6,335,000","275,900
24,270
19,360
16,850
23,690
22,380
17,120
29,960
16,400
36,960
20,870
24,380
19,600
37,870
79,200
36,260
30,020
45,440
26,620
22,150
28,430
36,580
29,430
34,800
24,970
24,640
14,210
23,420
17,360
17,900
12,710
18,380
25,380
16,000
53,600","X
2.2
1.1
0.9
1.9
1.6
1.3
3.3
1.1
4.6
2.0
2.2
1.5
4.4
17.8
4.5
3.6
5.9
2.1
2.0
2.2
3.8
3.1
4.2
2.2
2.9
1.2
2.0
1.1
1.0
0.8
1.1
1.9
1.0
7.7","X
0.03
0.02
0.02
0.03
0.03
0.02
0.03
0.02
0.04
0.03
0.03
0.02
0.04
0.07
0.05
0.04
0.05
0.03
0.03
0.03
0.05
0.03
0.04
0.03
0.03
0.02
0.03
0.02
0.02
0.02
0.02
0.03
0.02
0.06"
